"SaleID","SaleDate","CustomerID","SaleAmount","InvoiceSentDate","EmailFollowUpDate","PhoneCallFollow-UpDate","CollectionDate","WriteOffDate","BestCollectionApproach"
"S7391",2024-12-21,"C006",1022.5,2024-12-22,2024-12-31,2025-01-10,2025-02-26,NA,NA
"S7393",2024-12-22,"C006",578.010009765625,2024-12-23,2025-01-01,2025-01-11,2025-02-17,NA,NA
"S3549",2021-02-18,"C007",688.539978027344,2021-02-19,2021-02-28,2021-03-10,NA,2021-06-18,NA
"S3556",2021-02-21,"C007",1061.41003417969,2021-02-22,2021-03-03,2021-03-13,2021-04-15,NA,NA
"S3631",2021-03-18,"C007",703.320007324219,2021-03-19,2021-03-28,2021-04-07,2021-05-28,NA,NA
"S3689",2021-04-14,"C007",425.380004882812,2021-04-15,2021-04-24,2021-05-04,2021-06-16,NA,NA
"S3725",2021-04-25,"C007",263.820007324219,2021-04-26,2021-05-05,2021-05-15,2021-05-29,NA,NA
"S3833",2021-06-07,"C007",554.940002441406,2021-06-08,2021-06-17,2021-06-27,2021-07-27,NA,NA
"S3859",2021-06-13,"C007",1022.14001464844,2021-06-14,2021-06-23,2021-07-03,2021-08-26,NA,NA
"S3916",2021-06-28,"C007",774.77001953125,2021-06-29,2021-07-08,2021-07-18,2021-08-15,NA,NA
"S4215",2021-10-16,"C007",1050.90002441406,2021-10-17,2021-10-26,2021-11-05,NA,2022-02-13,NA
"S4258",2021-10-28,"C007",141.490005493164,2021-10-29,2021-11-07,2021-11-17,2021-11-29,NA,NA
"S4272",2021-11-04,"C007",543.840026855469,2021-11-05,2021-11-14,2021-11-24,2022-01-23,NA,NA
"S4324",2021-11-23,"C007",578.97998046875,2021-11-24,2021-12-03,2021-12-13,2021-12-29,NA,NA
"S4514",2022-02-06,"C007",383.839996337891,2022-02-07,2022-02-16,2022-02-26,NA,2022-06-06,NA
"S4642",2022-03-22,"C007",241.020004272461,2022-03-23,2022-04-01,2022-04-11,2022-04-26,NA,NA
"S4674",2022-04-04,"C007",144.199996948242,2022-04-05,2022-04-14,2022-04-24,2022-06-21,NA,NA
"S5034",2022-08-15,"C007",482.339996337891,2022-08-16,2022-08-25,2022-09-04,2022-09-28,NA,NA
"S5036",2022-08-16,"C007",859.809997558594,2022-08-17,2022-08-26,2022-09-05,NA,2022-12-14,NA
"S5075",2022-09-02,"C007",719.840026855469,2022-09-03,2022-09-12,2022-09-22,2022-11-07,NA,NA
"S5112",2022-09-14,"C007",953.719970703125,2022-09-15,2022-09-24,2022-10-04,NA,2023-01-12,NA
"S5469",2023-01-15,"C007",944,2023-01-16,2023-01-25,2023-02-04,2023-03-21,NA,NA
"S5505",2023-02-05,"C007",708.820007324219,2023-02-06,2023-02-15,2023-02-25,2023-04-07,NA,NA
"S5624",2023-03-18,"C007",355.510009765625,2023-03-19,2023-03-28,2023-04-07,2023-05-08,NA,NA
"S5774",2023-05-06,"C007",260.420013427734,2023-05-07,2023-05-16,2023-05-26,2023-07-09,NA,NA
"S5839",2023-06-02,"C007",875.429992675781,2023-06-03,2023-06-12,2023-06-22,NA,2023-09-30,NA
"S5889",2023-06-19,"C007",868.549987792969,2023-06-20,2023-06-29,2023-07-09,2023-07-23,NA,NA
"S5939",2023-07-09,"C007",434.720001220703,2023-07-10,2023-07-19,2023-07-29,2023-09-03,NA,NA
"S6106",2023-09-10,"C007",954.330017089844,2023-09-11,2023-09-20,2023-09-30,2023-11-23,NA,NA
"S6131",2023-09-20,"C007",1008.95001220703,2023-09-21,2023-09-30,2023-10-10,2023-12-09,NA,NA
"S6583",2024-02-26,"C007",740.140014648438,2024-02-27,2024-03-07,2024-03-17,2024-04-10,NA,NA
"S6809",2024-05-26,"C007",968.070007324219,2024-05-27,2024-06-05,2024-06-15,2024-06-30,NA,NA
"S6899",2024-07-02,"C007",824.5,2024-07-03,2024-07-12,2024-07-22,2024-08-19,NA,NA
"S7116",2024-09-21,"C007",858.489990234375,2024-09-22,2024-10-01,2024-10-11,2024-11-19,NA,NA
"S7118",2024-09-22,"C007",951.099975585938,2024-09-23,2024-10-02,2024-10-12,2024-10-21,NA,NA
"S7212",2024-10-23,"C007",638.049987792969,2024-10-24,2024-11-02,2024-11-12,2024-12-10,NA,NA
"S7272",2024-11-14,"C007",843.969970703125,2024-11-15,2024-11-24,2024-12-04,2025-02-01,NA,NA
"S7273",2024-11-14,"C007",1093.10998535156,2024-11-15,2024-11-24,2024-12-04,2025-01-19,NA,NA
"S7286",2024-11-17,"C007",831.77001953125,2024-11-18,2024-11-27,2024-12-07,2025-01-05,NA,NA
"S3456",2021-01-14,"C008",986.640014648438,2021-01-15,2021-01-24,2021-02-03,2021-03-07,NA,NA
"S3570",2021-02-25,"C008",394.940002441406,2021-02-26,2021-03-07,2021-03-17,2021-05-10,NA,NA
"S3641",2021-03-21,"C008",833.890014648438,2021-03-22,2021-03-31,2021-04-10,2021-04-21,NA,NA
"S3648",2021-03-25,"C008",780.789978027344,2021-03-26,2021-04-04,2021-04-14,2021-06-07,NA,NA
"S3830",2021-06-06,"C008",732.049987792969,2021-06-07,2021-06-16,2021-06-26,NA,2021-10-04,NA
"S4009",2021-08-05,"C008",997,2021-08-06,2021-08-15,2021-08-25,NA,2021-12-03,NA
"S4144",2021-09-23,"C008",899.830017089844,2021-09-24,2021-10-03,2021-10-13,2021-11-29,NA,NA
"S4249",2021-10-26,"C008",910.700012207031,2021-10-27,2021-11-05,2021-11-15,2021-12-09,NA,NA
"S4429",2022-01-03,"C008",330.079986572266,2022-01-04,2022-01-13,2022-01-23,NA,2022-05-03,NA
"S4448",2022-01-12,"C008",455.25,2022-01-13,2022-01-22,2022-02-01,2022-03-20,NA,NA
"S4462",2022-01-17,"C008",694.090026855469,2022-01-18,2022-01-27,2022-02-06,2022-03-19,NA,NA
"S4517",2022-02-07,"C008",223.779998779297,2022-02-08,2022-02-17,2022-02-27,NA,2022-06-07,NA
"S4707",2022-04-15,"C008",1008.32000732422,2022-04-16,2022-04-25,2022-05-05,2022-05-20,NA,NA
"S4750",2022-04-27,"C008",194.039993286133,2022-04-28,2022-05-07,2022-05-17,2022-05-27,NA,NA
"S4861",2022-06-11,"C008",800.700012207031,2022-06-12,2022-06-21,2022-07-01,2022-08-17,NA,NA
"S4893",2022-06-20,"C008",802.059997558594,2022-06-21,2022-06-30,2022-07-10,2022-09-08,NA,NA
"S4961",2022-07-17,"C008",322.470001220703,2022-07-18,2022-07-27,2022-08-06,2022-09-16,NA,NA
"S4988",2022-08-01,"C008",628.719970703125,2022-08-02,2022-08-11,2022-08-21,2022-08-27,NA,NA
"S5142",2022-09-24,"C008",482.489990234375,2022-09-25,2022-10-04,2022-10-14,NA,2023-01-22,NA
"S5250",2022-10-26,"C008",528.919982910156,2022-10-27,2022-11-05,2022-11-15,2023-01-12,NA,NA
"S5298",2022-11-15,"C008",559.119995117188,2022-11-16,2022-11-25,2022-12-05,2023-01-18,NA,NA
"S5460",2023-01-12,"C008",638.150024414062,2023-01-13,2023-01-22,2023-02-01,2023-03-25,NA,NA
"S5605",2023-03-12,"C008",397.739990234375,2023-03-13,2023-03-22,2023-04-01,2023-05-07,NA,NA
"S5635",2023-03-22,"C008",787.710021972656,2023-03-23,2023-04-01,2023-04-11,2023-06-08,NA,NA
"S5693",2023-04-09,"C008",699.200012207031,2023-04-10,2023-04-19,2023-04-29,2023-06-09,NA,NA
"S5733",2023-04-19,"C008",448.899993896484,2023-04-20,2023-04-29,2023-05-09,2023-06-07,NA,NA
"S5804",2023-05-18,"C008",874.099975585938,2023-05-19,2023-05-28,2023-06-07,2023-07-24,NA,NA
"S5884",2023-06-16,"C008",944.219970703125,2023-06-17,2023-06-26,2023-07-06,2023-07-26,NA,NA
"S5911",2023-06-27,"C008",137.300003051758,2023-06-28,2023-07-07,2023-07-17,2023-08-12,NA,NA
"S6045",2023-08-16,"C008",253.020004272461,2023-08-17,2023-08-26,2023-09-05,2023-10-02,NA,NA
"S6102",2023-09-08,"C008",902.900024414062,2023-09-09,2023-09-18,2023-09-28,2023-11-04,NA,NA
"S6264",2023-11-09,"C008",775.849975585938,2023-11-10,2023-11-19,2023-11-29,2024-01-23,NA,NA
"S6293",2023-11-18,"C008",597.070007324219,2023-11-19,2023-11-28,2023-12-08,2024-01-21,NA,NA
"S6441",2024-01-07,"C008",327.720001220703,2024-01-08,2024-01-17,2024-01-27,2024-03-07,NA,NA
"S6505",2024-02-03,"C008",202.779998779297,2024-02-04,2024-02-13,2024-02-23,2024-04-11,NA,NA
"S6620",2024-03-13,"C008",720.640014648438,2024-03-14,2024-03-23,2024-04-02,2024-04-24,NA,NA
"S6734",2024-04-26,"C008",310.779998779297,2024-04-27,2024-05-06,2024-05-16,2024-06-14,NA,NA
"S6917",2024-07-09,"C008",243.190002441406,2024-07-10,2024-07-19,2024-07-29,2024-09-10,NA,NA
"S6924",2024-07-11,"C008",369.779998779297,2024-07-12,2024-07-21,2024-07-31,2024-09-06,NA,NA
"S6954",2024-07-20,"C008",934.789978027344,2024-07-21,2024-07-30,2024-08-09,NA,2024-11-17,NA
"S6998",2024-08-07,"C008",462.230010986328,2024-08-08,2024-08-17,2024-08-27,NA,2024-12-05,NA
"S7018",2024-08-15,"C008",337.769989013672,2024-08-16,2024-08-25,2024-09-04,NA,2024-12-13,NA
"S7147",2024-10-03,"C008",605.429992675781,2024-10-04,2024-10-13,2024-10-23,2024-11-07,NA,NA
"S7292",2024-11-19,"C008",1071.46997070312,2024-11-20,2024-11-29,2024-12-09,2025-01-20,NA,NA
"S7295",2024-11-20,"C008",206.630004882812,2024-11-21,2024-11-30,2024-12-10,2024-12-30,NA,NA
"S7373",2024-12-17,"C008",651.200012207031,2024-12-18,2024-12-27,2025-01-06,2025-01-23,NA,NA
"S3488",2021-01-25,"C009",467.429992675781,2021-01-26,2021-02-04,2021-02-14,2021-02-25,NA,NA
"S3608",2021-03-10,"C009",757.5,2021-03-11,2021-03-20,2021-03-30,NA,2021-07-08,NA
"S3657",2021-03-28,"C009",848.75,2021-03-29,2021-04-07,2021-04-17,2021-05-28,NA,NA
"S3713",2021-04-22,"C009",863.119995117188,2021-04-23,2021-05-02,2021-05-12,2021-06-08,NA,NA
"S3724",2021-04-25,"C009",842.010009765625,2021-04-26,2021-05-05,2021-05-15,2021-07-07,NA,NA
"S3981",2021-07-23,"C009",910.140014648438,2021-07-24,2021-08-02,2021-08-12,2021-09-07,NA,NA
"S4184",2021-10-07,"C009",660.690002441406,2021-10-08,2021-10-17,2021-10-27,2021-11-14,NA,NA
"S4197",2021-10-11,"C009",360.779998779297,2021-10-12,2021-10-21,2021-10-31,2021-12-28,NA,NA
"S4213",2021-10-16,"C009",608.780029296875,2021-10-17,2021-10-26,2021-11-05,2021-11-29,NA,NA
"S4545",2022-02-15,"C009",121.900001525879,2022-02-16,2022-02-25,2022-03-07,2022-03-18,NA,NA
"S4567",2022-02-23,"C009",1002.53002929688,2022-02-24,2022-03-05,2022-03-15,2022-05-12,NA,NA
"S4667",2022-04-02,"C009",212.800003051758,2022-04-03,2022-04-12,2022-04-22,2022-06-15,NA,NA
"S4734",2022-04-23,"C009",850.659973144531,2022-04-24,2022-05-03,2022-05-13,2022-06-18,NA,NA
"S4833",2022-06-01,"C009",278.859985351562,2022-06-02,2022-06-11,2022-06-21,2022-06-28,NA,NA
"S5060",2022-08-25,"C009",228.789993286133,2022-08-26,2022-09-04,2022-09-14,2022-10-19,NA,NA
"S5147",2022-09-26,"C009",374.660003662109,2022-09-27,2022-10-06,2022-10-16,2022-10-22,NA,NA
"S5154",2022-09-28,"C009",504.019989013672,2022-09-29,2022-10-08,2022-10-18,2022-12-13,NA,NA
"S5270",2022-11-04,"C009",330.260009765625,2022-11-05,2022-11-14,2022-11-24,2023-01-10,NA,NA
"S5276",2022-11-08,"C009",266.510009765625,2022-11-09,2022-11-18,2022-11-28,2023-01-20,NA,NA
"S5385",2022-12-18,"C009",604.780029296875,2022-12-19,2022-12-28,2023-01-07,2023-02-18,NA,NA
"S5438",2023-01-06,"C009",1092.08996582031,2023-01-07,2023-01-16,2023-01-26,2023-02-23,NA,NA
"S5492",2023-01-27,"C009",611.22998046875,2023-01-28,2023-02-06,2023-02-16,2023-03-07,NA,NA
"S5534",2023-02-14,"C009",372.589996337891,2023-02-15,2023-02-24,2023-03-06,2023-04-22,NA,NA
"S5620",2023-03-18,"C009",537.909973144531,2023-03-19,2023-03-28,2023-04-07,2023-04-14,NA,NA
"S5739",2023-04-21,"C009",1069.35998535156,2023-04-22,2023-05-01,2023-05-11,2023-05-29,NA,NA
"S5782",2023-05-10,"C009",877.590026855469,2023-05-11,2023-05-20,2023-05-30,2023-07-04,NA,NA
"S5805",2023-05-18,"C009",561.330017089844,2023-05-19,2023-05-28,2023-06-07,NA,2023-09-15,NA
"S5812",2023-05-22,"C009",576.27001953125,2023-05-23,2023-06-01,2023-06-11,NA,2023-09-19,NA
"S5864",2023-06-10,"C009",104.930000305176,2023-06-11,2023-06-20,2023-06-30,2023-08-18,NA,NA
"S6000",2023-07-27,"C009",576.5,2023-07-28,2023-08-06,2023-08-16,2023-09-26,NA,NA
"S6024",2023-08-08,"C009",678.859985351562,2023-08-09,2023-08-18,2023-08-28,NA,2023-12-06,NA
"S6083",2023-09-03,"C009",653.869995117188,2023-09-04,2023-09-13,2023-09-23,NA,2024-01-01,NA
"S6395",2023-12-18,"C009",722.97998046875,2023-12-19,2023-12-28,2024-01-07,NA,2024-04-16,NA
"S6523",2024-02-09,"C009",417.049987792969,2024-02-10,2024-02-19,2024-02-29,2024-03-28,NA,NA
"S6667",2024-04-04,"C009",1004.47998046875,2024-04-05,2024-04-14,2024-04-24,2024-06-09,NA,NA
"S6704",2024-04-16,"C009",634.929992675781,2024-04-17,2024-04-26,2024-05-06,2024-06-06,NA,NA
"S6726",2024-04-24,"C009",597.460021972656,2024-04-25,2024-05-04,2024-05-14,2024-06-11,NA,NA
"S6740",2024-04-28,"C009",534.239990234375,2024-04-29,2024-05-08,2024-05-18,2024-06-20,NA,NA
"S6761",2024-05-06,"C009",189.179992675781,2024-05-07,2024-05-16,2024-05-26,2024-06-04,NA,NA
"S6800",2024-05-23,"C009",867.440002441406,2024-05-24,2024-06-02,2024-06-12,2024-07-31,NA,NA
"S6945",2024-07-18,"C009",596.419982910156,2024-07-19,2024-07-28,2024-08-07,2024-09-30,NA,NA
"S6987",2024-08-02,"C009",245.199996948242,2024-08-03,2024-08-12,2024-08-22,2024-10-21,NA,NA
"S7258",2024-11-08,"C009",1046.7900390625,2024-11-09,2024-11-18,2024-11-28,2025-01-27,NA,NA
"S7278",2024-11-15,"C009",352.369995117188,2024-11-16,2024-11-25,2024-12-05,2024-12-30,NA,NA
"S7305",2024-11-25,"C009",497.269989013672,2024-11-26,2024-12-05,2024-12-15,2025-02-09,NA,NA
"S7378",2024-12-18,"C009",672.47998046875,2024-12-19,2024-12-28,2025-01-07,NA,2025-04-17,NA
"S3492",2021-01-26,"C010",143.75,2021-01-27,2021-02-05,2021-02-15,NA,2021-05-26,NA
"S3508",2021-02-03,"C010",870.469970703125,2021-02-04,2021-02-13,2021-02-23,2021-03-04,NA,NA
"S3544",2021-02-16,"C010",208.889999389648,2021-02-17,2021-02-26,2021-03-08,2021-03-25,NA,NA
"S3780",2021-05-17,"C010",1071.28002929688,2021-05-18,2021-05-27,2021-06-06,NA,2021-09-14,NA
"S3964",2021-07-19,"C010",452.350006103516,2021-07-20,2021-07-29,2021-08-08,2021-08-18,NA,NA
"S4011",2021-08-05,"C010",906.989990234375,2021-08-06,2021-08-15,2021-08-25,2021-09-14,NA,NA
"S4060",2021-08-21,"C010",344.779998779297,2021-08-22,2021-08-31,2021-09-10,2021-10-13,NA,NA
"S4212",2021-10-16,"C010",332.059997558594,2021-10-17,2021-10-26,2021-11-05,2021-12-27,NA,NA
"S4345",2021-12-02,"C010",249.419998168945,2021-12-03,2021-12-12,2021-12-22,2022-02-20,NA,NA
"S4356",2021-12-05,"C010",713.599975585938,2021-12-06,2021-12-15,2021-12-25,2022-02-08,NA,NA
"S4366",2021-12-09,"C010",507.269989013672,2021-12-10,2021-12-19,2021-12-29,2022-02-15,NA,NA
"S4548",2022-02-16,"C010",1079.7900390625,2022-02-17,2022-02-26,2022-03-08,2022-05-01,NA,NA
"S4771",2022-05-06,"C010",302.809997558594,2022-05-07,2022-05-16,2022-05-26,2022-07-07,NA,NA
"S4832",2022-06-01,"C010",289.760009765625,2022-06-02,2022-06-11,2022-06-21,2022-07-16,NA,NA
"S4923",2022-07-02,"C010",956.739990234375,2022-07-03,2022-07-12,2022-07-22,2022-08-03,NA,NA
"S5038",2022-08-16,"C010",730.989990234375,2022-08-17,2022-08-26,2022-09-05,NA,2022-12-14,NA
"S5160",2022-10-01,"C010",577.349975585938,2022-10-02,2022-10-11,2022-10-21,2022-10-27,NA,NA
"S5216",2022-10-16,"C010",911.179992675781,2022-10-17,2022-10-26,2022-11-05,2022-12-12,NA,NA
"S5311",2022-11-18,"C010",946.710021972656,2022-11-19,2022-11-28,2022-12-08,2023-01-29,NA,NA
"S5552",2023-02-22,"C010",344.029998779297,2023-02-23,2023-03-04,2023-03-14,2023-03-25,NA,NA
"S5756",2023-04-27,"C010",569.27001953125,2023-04-28,2023-05-07,2023-05-17,2023-06-09,NA,NA
"S6027",2023-08-10,"C010",436.559997558594,2023-08-11,2023-08-20,2023-08-30,2023-10-04,NA,NA
"S6257",2023-11-05,"C010",664.840026855469,2023-11-06,2023-11-15,2023-11-25,NA,2024-03-04,NA
"S6401",2023-12-20,"C010",236.910003662109,2023-12-21,2023-12-30,2024-01-09,2024-02-12,NA,NA
"S6411",2023-12-24,"C010",627.239990234375,2023-12-25,2024-01-03,2024-01-13,2024-02-03,NA,NA
"S6463",2024-01-14,"C010",708.900024414062,2024-01-15,2024-01-24,2024-02-03,2024-04-02,NA,NA
"S6801",2024-05-23,"C010",497.329986572266,2024-05-24,2024-06-02,2024-06-12,NA,2024-09-20,NA
"S6842",2024-06-11,"C010",469.940002441406,2024-06-12,2024-06-21,2024-07-01,2024-07-08,NA,NA
"S6874",2024-06-22,"C010",787.619995117188,2024-06-23,2024-07-02,2024-07-12,2024-08-21,NA,NA
"S7024",2024-08-15,"C010",579.299987792969,2024-08-16,2024-08-25,2024-09-04,2024-10-28,NA,NA
"S7129",2024-09-26,"C010",219.440002441406,2024-09-27,2024-10-06,2024-10-16,2024-12-08,NA,NA
"S7175",2024-10-13,"C010",645.890014648438,2024-10-14,2024-10-23,2024-11-02,2024-12-11,NA,NA
"S3471",2021-01-20,"C011",377.260009765625,2021-01-21,2021-01-30,2021-02-09,2021-04-04,NA,NA
"S3476",2021-01-22,"C011",571.309997558594,2021-01-23,2021-02-01,2021-02-11,2021-02-22,NA,NA
"S3522",2021-02-08,"C011",326.269989013672,2021-02-09,2021-02-18,2021-02-28,2021-04-04,NA,NA
"S3614",2021-03-13,"C011",703.710021972656,2021-03-14,2021-03-23,2021-04-02,2021-05-03,NA,NA
"S3681",2021-04-12,"C011",422.929992675781,2021-04-13,2021-04-22,2021-05-02,2021-06-25,NA,NA
"S3827",2021-06-06,"C011",279.549987792969,2021-06-07,2021-06-16,2021-06-26,2021-07-17,NA,NA
"S3969",2021-07-21,"C011",935.070007324219,2021-07-22,2021-07-31,2021-08-10,2021-10-09,NA,NA
"S4007",2021-08-03,"C011",792.609985351562,2021-08-04,2021-08-13,2021-08-23,2021-10-03,NA,NA
"S4075",2021-08-27,"C011",254.910003662109,2021-08-28,2021-09-06,2021-09-16,2021-10-06,NA,NA
"S4118",2021-09-16,"C011",996.900024414062,2021-09-17,2021-09-26,2021-10-06,NA,2022-01-14,NA
"S4478",2022-01-22,"C011",470.309997558594,2022-01-23,2022-02-01,2022-02-11,2022-02-18,NA,NA
"S4486",2022-01-25,"C011",400.25,2022-01-26,2022-02-04,2022-02-14,2022-02-24,NA,NA
"S4537",2022-02-11,"C011",1073.31994628906,2022-02-12,2022-02-21,2022-03-03,2022-03-31,NA,NA
"S4673",2022-04-04,"C011",222.929992675781,2022-04-05,2022-04-14,2022-04-24,2022-05-21,NA,NA
"S4696",2022-04-11,"C011",207.080001831055,2022-04-12,2022-04-21,2022-05-01,2022-05-09,NA,NA
"S4729",2022-04-21,"C011",745.190002441406,2022-04-22,2022-05-01,2022-05-11,2022-06-18,NA,NA
"S4737",2022-04-24,"C011",495.529998779297,2022-04-25,2022-05-04,2022-05-14,2022-06-07,NA,NA
"S4781",2022-05-12,"C011",1070.61999511719,2022-05-13,2022-05-22,2022-06-01,2022-07-30,NA,NA
"S4900",2022-06-23,"C011",458.850006103516,2022-06-24,2022-07-03,2022-07-13,NA,2022-10-21,NA
"S4916",2022-06-26,"C011",719.299987792969,2022-06-27,2022-07-06,2022-07-16,2022-08-20,NA,NA
"S4966",2022-07-19,"C011",1093.15002441406,2022-07-20,2022-07-29,2022-08-08,2022-09-26,NA,NA
"S4978",2022-07-25,"C011",589.760009765625,2022-07-26,2022-08-04,2022-08-14,2022-10-09,NA,NA
"S5010",2022-08-07,"C011",847.590026855469,2022-08-08,2022-08-17,2022-08-27,2022-09-13,NA,NA
"S5218",2022-10-16,"C011",208.240005493164,2022-10-17,2022-10-26,2022-11-05,2022-11-16,NA,NA
"S5255",2022-10-27,"C011",376.75,2022-10-28,2022-11-06,2022-11-16,2023-01-04,NA,NA
"S5545",2023-02-19,"C011",405.709991455078,2023-02-20,2023-03-01,2023-03-11,2023-04-05,NA,NA
"S5560",2023-02-23,"C011",414.779998779297,2023-02-24,2023-03-05,2023-03-15,2023-04-09,NA,NA
"S5672",2023-04-03,"C011",407.910003662109,2023-04-04,2023-04-13,2023-04-23,2023-06-11,NA,NA
"S5698",2023-04-10,"C011",455.190002441406,2023-04-11,2023-04-20,2023-04-30,2023-06-07,NA,NA
"S5732",2023-04-18,"C011",190.979995727539,2023-04-19,2023-04-28,2023-05-08,2023-06-26,NA,NA
"S5758",2023-04-28,"C011",547.219970703125,2023-04-29,2023-05-08,2023-05-18,2023-06-02,NA,NA
"S5785",2023-05-10,"C011",895.859985351562,2023-05-11,2023-05-20,2023-05-30,2023-07-24,NA,NA
"S5791",2023-05-13,"C011",669.02001953125,2023-05-14,2023-05-23,2023-06-02,2023-07-24,NA,NA
"S5803",2023-05-17,"C011",1044.91003417969,2023-05-18,2023-05-27,2023-06-06,2023-07-22,NA,NA
"S5931",2023-07-07,"C011",1086.7900390625,2023-07-08,2023-07-17,2023-07-27,2023-08-05,NA,NA
"S5963",2023-07-19,"C011",504.339996337891,2023-07-20,2023-07-29,2023-08-08,2023-09-21,NA,NA
"S6057",2023-08-19,"C011",125.139999389648,2023-08-20,2023-08-29,2023-09-08,NA,2023-12-17,NA
"S6093",2023-09-06,"C011",1087.13000488281,2023-09-07,2023-09-16,2023-09-26,2023-10-19,NA,NA
"S6190",2023-10-11,"C011",484.109985351562,2023-10-12,2023-10-21,2023-10-31,2023-12-14,NA,NA
"S6362",2023-12-08,"C011",969.489990234375,2023-12-09,2023-12-18,2023-12-28,2024-02-19,NA,NA
"S6373",2023-12-11,"C011",896.669982910156,2023-12-12,2023-12-21,2023-12-31,2024-02-28,NA,NA
"S6389",2023-12-17,"C011",952.859985351562,2023-12-18,2023-12-27,2024-01-06,2024-02-15,NA,NA
"S6449",2024-01-09,"C011",548.169982910156,2024-01-10,2024-01-19,2024-01-29,2024-03-08,NA,NA
"S6639",2024-03-21,"C011",984.640014648438,2024-03-22,2024-03-31,2024-04-10,2024-05-24,NA,NA
"S6782",2024-05-15,"C011",806.52001953125,2024-05-16,2024-05-25,2024-06-04,2024-06-30,NA,NA
"S6877",2024-06-22,"C011",860.450012207031,2024-06-23,2024-07-02,2024-07-12,2024-08-24,NA,NA
"S6989",2024-08-02,"C011",764.5,2024-08-03,2024-08-12,2024-08-22,2024-09-19,NA,NA
"S7059",2024-09-01,"C011",538.280029296875,2024-09-02,2024-09-11,2024-09-21,2024-10-06,NA,NA
"S7091",2024-09-14,"C011",216.899993896484,2024-09-15,2024-09-24,2024-10-04,NA,2025-01-12,NA
"S7151",2024-10-04,"C011",629.059997558594,2024-10-05,2024-10-14,2024-10-24,2024-11-04,NA,NA
"S7228",2024-10-28,"C011",1097.42004394531,2024-10-29,2024-11-07,2024-11-17,2024-12-02,NA,NA
"S7303",2024-11-25,"C011",318.980010986328,2024-11-26,2024-12-05,2024-12-15,2025-01-24,NA,NA
"S7310",2024-11-27,"C011",683.469970703125,2024-11-28,2024-12-07,2024-12-17,2025-01-03,NA,NA
"S7350",2024-12-10,"C011",488.760009765625,2024-12-11,2024-12-20,2024-12-30,2025-01-08,NA,NA
"S7415",2024-12-27,"C011",293.890014648438,2024-12-28,2025-01-06,2025-01-16,NA,2025-04-26,NA
"S3645",2021-03-22,"C012",175.669998168945,2021-03-23,2021-04-01,2021-04-11,2021-05-16,NA,NA
"S3716",2021-04-24,"C012",396.869995117188,2021-04-25,2021-05-04,2021-05-14,2021-06-29,NA,NA
"S3791",2021-05-21,"C012",833.049987792969,2021-05-22,2021-05-31,2021-06-10,2021-07-24,NA,NA
"S3803",2021-05-27,"C012",148.759994506836,2021-05-28,2021-06-06,2021-06-16,2021-08-13,NA,NA
"S3852",2021-06-11,"C012",966.419982910156,2021-06-12,2021-06-21,2021-07-01,2021-08-07,NA,NA
"S3922",2021-07-03,"C012",756.299987792969,2021-07-04,2021-07-13,2021-07-23,2021-08-15,NA,NA
"S3930",2021-07-07,"C012",704.22998046875,2021-07-08,2021-07-17,2021-07-27,2021-08-29,NA,NA
"S4091",2021-09-07,"C012",105.639999389648,2021-09-08,2021-09-17,2021-09-27,2021-11-07,NA,NA
"S4191",2021-10-09,"C012",384.940002441406,2021-10-10,2021-10-19,2021-10-29,2021-11-20,NA,NA
"S4255",2021-10-27,"C012",507.160003662109,2021-10-28,2021-11-06,2021-11-16,2022-01-12,NA,NA
"S4303",2021-11-16,"C012",803.440002441406,2021-11-17,2021-11-26,2021-12-06,2021-12-21,NA,NA
"S4400",2021-12-22,"C012",135.919998168945,2021-12-23,2022-01-01,2022-01-11,2022-01-20,NA,NA
"S4525",2022-02-08,"C012",1055.60998535156,2022-02-09,2022-02-18,2022-02-28,NA,2022-06-08,NA
"S4819",2022-05-25,"C012",646.25,2022-05-26,2022-06-04,2022-06-14,2022-08-01,NA,NA
"S5004",2022-08-05,"C012",1009.22998046875,2022-08-06,2022-08-15,2022-08-25,NA,2022-12-03,NA
"S5177",2022-10-06,"C012",155.699996948242,2022-10-07,2022-10-16,2022-10-26,2022-11-05,NA,NA
"S5189",2022-10-09,"C012",546.559997558594,2022-10-10,2022-10-19,2022-10-29,2022-12-28,NA,NA
"S5214",2022-10-15,"C012",652.47998046875,2022-10-16,2022-10-25,2022-11-04,2022-11-18,NA,NA
"S5344",2022-12-06,"C012",842.210021972656,2022-12-07,2022-12-16,2022-12-26,2023-01-19,NA,NA
"S6076",2023-09-02,"C012",490.549987792969,2023-09-03,2023-09-12,2023-09-22,2023-10-01,NA,NA
"S6129",2023-09-19,"C012",747.77001953125,2023-09-20,2023-09-29,2023-10-09,2023-11-28,NA,NA
"S6278",2023-11-14,"C012",667.25,2023-11-15,2023-11-24,2023-12-04,2024-01-12,NA,NA
"S6322",2023-11-27,"C012",879.340026855469,2023-11-28,2023-12-07,2023-12-17,2024-01-11,NA,NA
"S6426",2024-01-03,"C012",229.449996948242,2024-01-04,2024-01-13,2024-01-23,NA,2024-05-02,NA
"S6435",2024-01-06,"C012",771.469970703125,2024-01-07,2024-01-16,2024-01-26,2024-02-09,NA,NA
